Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
1,Justin Abdelkader\abdelju01,25,DET,LW,48,10,3,13,6,34,1.7,10,0,0,0,3,0,0,96,10.4,711,14:49,13,120,65,60,52.0
2,Luke Adam\adamlu01,22,BUF,LW,4,1,0,1,1,2,0.2,1,0,0,0,0,0,0,2,50.0,39,9:48,2,3,1,0,100.0
3,Craig Adams\adamscr01,35,PIT,RW,48,3,6,9,-1,28,0.2,2,0,1,0,6,0,0,46,6.5,536,11:10,37,107,51,47,52.0
4,Jason Akeson\akesoja01,22,PHI,C,1,1,0,1,2,0,0.3,1,0,0,0,0,0,0,2,50.0,12,12:23,0,0,0,0,
5,Andrew Alberts\alberan01,31,VAN,D,24,0,1,1,-7,32,-0.1,0,0,0,0,1,0,0,15,0.0,364,15:11,31,39,0,0,
6,Daniel Alfredsson\alfreda01,40,OTT,RW,47,10,16,26,1,33,2.7,7,3,0,2,7,8,1,101,9.9,909,19:21,30,28,16,22,42.1
7,Akim Aliu\aliuak01,23,CGY,RW,5,0,0,0,-2,14,-0.2,0,0,0,0,0,0,0,2,0.0,54,10:52,2,5,0,0,
8,Bryan Allen\allenbr01,32,ANA,D,41,0,6,6,1,34,1.3,0,0,0,0,6,0,0,25,0.0,768,18:44,66,63,0,0,
9,Karl Alzner\alzneka01,24,WSH,D,48,1,4,5,-6,14,0.7,1,0,0,0,4,0,0,39,2.6,1006,20:57,85,45,0,0,
10,Matt Anderson\anderma01,30,NJD,RW,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,0,,12,5:47,1,0,0,0,
11,Joakim Andersson\anderjo03,23,DET,C,38,3,5,8,2,8,0.6,3,0,0,0,4,1,0,43,7.0,459,12:05,12,17,144,166,46.5
12,Mike Angelidis\angelmi01,27,TBL,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,7,7:22,0,0,3,4,42.9
13,Artem Anisimov\anisiar01,24,CBJ,C,35,11,7,18,-6,12,2.1,10,1,0,3,7,0,0,68,16.2,574,16:25,24,13,249,260,48.9
14,Nik Antropov\antroni01,32,WPG,C,40,6,12,18,6,16,1.8,4,2,0,0,11,1,0,56,10.7,638,15:57,27,76,128,176,42.1
15,Mark Arcobello\arcobma01,24,EDM,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,18,18:15,2,0,3,7,30.0
16,Colby Armstrong\armstco01,30,MTL,RW,37,2,3,5,1,12,0.0,2,0,0,0,3,0,0,33,6.1,414,11:12,21,36,9,12,42.9
17,Arron Asham\ashamar01,34,NYR,RW,27,2,0,2,2,50,0.2,2,0,0,0,0,0,0,14,14.3,179,6:38,4,39,5,5,50.0
18,Cam Atkinson\atkinca01,23,CBJ,RW,35,9,9,18,9,4,2.5,8,1,0,1,8,1,0,91,9.9,546,15:35,16,24,0,0,
19,Adrian Aucoin\aucoiad01,39,CBJ,D,36,0,4,4,-8,16,0.4,0,0,0,0,4,0,0,26,0.0,588,16:20,13,43,0,0,
20,Keith Aucoin\aucoike01,34,NYI,C,41,6,6,12,-1,4,1.1,5,1,0,1,6,0,0,50,12.0,512,12:30,21,33,167,177,48.5
21,Keith Aulie\aulieke01,23,TBL,D,45,2,5,7,1,60,1.2,2,0,0,0,5,0,0,37,5.4,577,12:49,42,91,0,0,
22,Anton Babchuk\babchan01,28,CGY,D,7,0,1,1,-1,0,0.1,0,0,0,0,1,0,0,5,0.0,83,11:51,9,1,0,0,
23,David Backes\backeda01,28,STL,RW,48,6,22,28,5,62,2.6,5,1,0,1,17,4,1,100,6.0,941,19:37,41,158,477,435,52.3
24,Mikael Backlund\backlmi01,23,CGY,C,32,8,8,16,-6,29,1.6,6,2,0,1,6,2,0,88,9.1,484,15:07,19,31,194,213,47.7
25,Nicklas Backstrom\backsni02,25,WSH,C,48,8,40,48,8,20,4.8,5,3,0,1,25,15,0,82,9.8,955,19:54,35,31,432,408,51.4
26,Sven Baertschi\baertsv01,20,CGY,LW,20,3,7,10,0,6,1.0,3,0,0,0,7,0,0,28,10.7,268,13:24,5,12,1,0,100.0
27,Josh Bailey\bailejo01,23,NYI,C,38,11,8,19,7,6,2.6,11,0,0,1,6,2,0,76,14.5,622,16:23,22,24,35,40,46.7
28,Keith Ballard\ballake01,30,VAN,D,36,0,2,2,-2,29,0.6,0,0,0,0,2,0,0,35,0.0,557,15:28,34,45,0,0,
29,Carter Bancks\banckca01,23,CGY,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,29,14:41,3,6,0,0,
30,Daniel Bang\bangda01,25,NSH,RW,8,0,2,2,-2,0,0.0,0,0,0,0,2,0,0,13,0.0,103,12:54,0,12,0,0,
31,Mark Barberio\barbema01,22,TBL,D,2,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,1,0.0,31,15:30,1,0,0,0,
32,Krys Barch\barchkr01,32,NJD,RW,22,0,0,0,1,44,-0.1,0,0,0,0,0,0,0,4,0.0,129,5:51,3,25,1,1,50.0
33,Cam Barker\barkeca01,26,VAN,D,14,0,2,2,-3,4,0.2,0,0,0,0,2,0,0,19,0.0,199,14:12,16,16,0,0,
34,Tyson Barrie\barrity01,21,COL,D,32,2,11,13,-11,10,1.3,1,1,0,1,7,4,0,58,3.4,691,21:35,24,31,0,0,
35,Matt Bartkowski\bartkma01,24,BOS,D,11,0,2,2,0,6,0.4,0,0,0,0,2,0,0,9,0.0,148,13:29,3,11,0,0,
36,Victor Bartley\bartlvi01,24,NSH,D,24,0,7,7,2,6,1.5,0,0,0,0,7,0,0,19,0.0,469,19:33,28,35,0,0,
37,Jay Beagle\beaglja01,27,WSH,C,48,2,6,8,-1,14,0.0,2,0,0,1,6,0,0,56,3.6,581,12:06,23,55,249,195,56.1
38,Francois Beauchemin\beaucfr01,32,ANA,D,48,6,18,24,19,22,5.8,5,1,0,0,11,7,0,74,8.1,1126,23:27,111,81,0,0,
39,Nathan Beaulieu\beaulna01,20,MTL,D,6,0,2,2,5,0,0.7,0,0,0,0,2,0,0,8,0.0,92,15:22,4,3,0,0,
40,Taylor Beck\beckta01,21,NSH,LW,16,3,4,7,0,2,0.7,2,1,0,0,3,1,0,39,7.7,258,16:06,11,13,6,3,66.7
41,Steve Begin\beginst01,34,CGY,C,36,4,4,8,-2,22,0.8,3,0,1,2,4,0,0,31,12.9,288,8:00,21,62,57,60,48.7
42,Eric Belanger\belaner01,35,EDM,C,26,0,3,3,-1,10,-0.3,0,0,0,0,3,0,0,31,0.0,367,14:07,15,19,203,175,53.7
43,Matt Beleskey\belesma01,24,ANA,LW,42,8,5,13,2,56,1.5,6,2,0,1,5,0,0,61,13.1,505,12:01,16,103,6,13,31.6
44,Brett Bellemore\bellebr01,24,CAR,D,8,0,2,2,-2,7,0.1,0,0,0,0,2,0,0,3,0.0,110,13:46,13,14,0,0,
45,Jamie Benn\bennja01,23,DAL,LW,41,12,21,33,-12,40,3.0,9,3,0,3,14,7,0,110,10.9,816,19:55,32,71,327,382,46.1
46,Jordie Benn\bennjo01,25,DAL,D,26,1,5,6,-4,10,0.8,0,1,0,0,5,0,0,31,3.2,450,17:19,31,25,0,0,
47,Beau Bennett\bennebe01,21,PIT,RW,26,3,11,14,7,6,1.5,2,1,0,2,7,4,0,30,10.0,320,12:18,9,28,1,3,25.0
48,Andre Benoit\benoian01,29,OTT,D,33,3,7,10,-3,8,2.0,2,1,0,2,6,1,0,50,6.0,542,16:25,54,29,0,0,
49,Marc-Andre Bergeron\bergema02,32,TOT,D,25,1,8,9,-4,9,0.9,1,0,0,0,3,5,0,43,2.3,344,13:46,19,16,0,0,
50,Patrice Bergeron\bergepa01,27,BOS,C,42,10,22,32,24,18,4.3,8,2,0,3,19,2,1,125,8.0,810,19:18,25,28,549,335,62.1
51,Patrik Berglund\berglpa01,24,STL,C,48,17,8,25,-2,12,3.4,10,5,2,3,7,1,0,74,23.0,808,16:50,24,53,279,324,46.3
52,Steve Bernier\bernist01,27,NJD,RW,47,8,7,15,-7,17,1.5,6,2,0,1,5,2,0,88,9.1,647,13:46,15,64,5,5,50.0
53,Todd Bertuzzi\bertuto01,37,DET,RW,7,2,1,3,3,2,0.5,2,0,0,0,1,0,0,10,20.0,109,15:31,1,6,0,0,
54,Stu Bickel\bickest01,26,NYR,D,16,0,0,0,-2,49,-0.1,0,0,0,0,0,0,0,2,0.0,88,5:31,6,13,0,0,
55,Bryan Bickell\bickebr01,26,CHI,LW,48,9,14,23,12,25,3.0,9,0,0,2,14,0,0,82,11.0,615,12:48,13,108,2,4,33.3
56,Kevin Bieksa\biekske01,31,VAN,D,36,6,6,12,6,48,3.3,4,2,0,1,5,1,0,77,7.8,790,21:56,50,60,0,0,
57,Paul Bissonnette\bissopa01,27,PHX,LW,28,0,6,6,2,36,0.5,0,0,0,0,6,0,0,13,0.0,152,5:25,8,36,0,0,
58,Nick Bjugstad\bjugsni01,20,FLA,C,11,1,0,1,-8,2,-0.4,1,0,0,0,0,0,0,17,5.9,167,15:13,2,17,53,79,40.2
59,Nicolas Blanchard\blancni01,25,CAR,C,9,0,0,0,-2,20,-0.2,0,0,0,0,0,0,0,6,0.0,78,8:41,2,22,1,0,100.0
60,Jonathon Blum\blumjo02,24,NSH,D,35,1,6,7,-1,6,1.4,1,0,0,0,6,0,0,26,3.8,500,14:18,44,32,0,0,
61,Mike Blunden\blundmi01,26,MTL,RW,5,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,5,0.0,42,8:21,3,2,0,0,
62,Mikkel Boedker\boedkmi01,23,PHX,LW,48,7,19,26,0,12,2.0,4,3,0,2,15,4,0,83,8.4,887,18:29,17,77,1,10,9.1
63,Zach Bogosian\bogosza01,22,WPG,D,33,5,9,14,-5,29,2.2,5,0,0,0,6,3,0,85,5.9,763,23:07,50,79,0,0,
64,Alexandre Bolduc\boldual01,27,PHX,C,14,0,0,0,-4,2,-0.4,0,0,0,0,0,0,0,17,0.0,107,7:38,3,21,7,14,33.3
65,Jared Boll\bollja01,26,CBJ,RW,43,2,4,6,1,100,0.4,2,0,0,0,4,0,0,19,10.5,348,8:05,7,80,4,5,44.4
66,Dave Bolland\bollada01,26,CHI,C,35,7,7,14,-7,22,1.0,6,1,0,1,4,2,1,46,15.2,572,16:20,18,43,239,279,46.1
67,Brandon Bollig\bollibr01,26,CHI,LW,25,0,0,0,-1,51,-0.4,0,0,0,0,0,0,0,34,0.0,200,8:01,6,41,0,3,0.0
68,Nick Bonino\boninni01,24,ANA,C,27,5,8,13,-3,8,1.1,4,1,0,0,6,2,0,37,13.5,429,15:53,49,11,138,157,46.8
69,David Booth\boothda01,28,VAN,LW,12,1,2,3,-3,4,0.1,1,0,0,0,2,0,0,27,3.7,153,12:45,1,24,1,0,100.0
70,Patrick Bordeleau\bordepa02,26,COL,LW,46,2,3,5,-7,70,0.0,2,0,0,0,3,0,0,24,8.3,286,6:13,3,116,0,2,0.0
71,Mark Borowiecki\borowma01,23,OTT,D,6,0,0,0,1,18,0.2,0,0,0,0,0,0,0,1,0.0,78,13:00,5,26,0,0,
72,Robert Bortuzzo\borturo01,23,PIT,D,15,2,2,4,3,27,1.0,2,0,0,0,2,0,0,10,20.0,199,13:17,14,18,0,0,
73,Pierre-Marc Bouchard\bouchpi02,28,MIN,C,43,8,12,20,3,8,2.3,8,0,0,2,10,2,0,71,11.3,600,13:57,6,12,1,6,14.3
74,Francis Bouillon\bouilfr01,37,MTL,D,48,1,8,9,4,21,2.1,1,0,0,0,8,0,0,46,2.2,868,18:05,50,78,0,0,
75,Eric Boulton\boulter01,36,NYI,LW,15,0,0,0,-4,36,-0.3,0,0,0,0,0,0,0,5,0.0,85,5:40,6,23,0,0,
76,Chris Bourque\bourqch01,27,BOS,LW,18,1,3,4,-6,6,-0.1,1,0,0,1,0,3,0,24,4.2,217,12:05,7,25,0,1,0.0
77,Gabriel Bourque\bourqga01,22,NSH,LW,34,11,5,16,6,4,2.4,7,3,1,2,5,0,0,50,22.0,538,15:50,23,39,4,2,66.7
78,Rene Bourque\bourqre01,31,MTL,LW,27,7,6,13,-1,32,1.3,5,2,0,1,5,1,0,63,11.1,441,16:20,11,37,0,1,0.0
79,Jay Bouwmeester\bouwmja01,29,TOT,D,47,7,15,22,-6,22,4.0,6,1,0,0,7,6,2,79,8.9,1158,24:38,61,41,0,0,
80,Drayson Bowman\bowmadr01,23,CAR,C,37,3,2,5,-7,17,-0.2,3,0,0,0,2,0,0,68,4.4,433,11:42,14,55,4,6,40.0
81,Johnny Boychuk\boychjo01,29,BOS,D,44,1,5,6,5,12,2.0,1,0,0,0,5,0,0,75,1.3,898,20:24,87,79,0,0,
82,Zach Boychuk\boychza01,23,TOT,C,13,1,1,2,-1,6,0.0,1,0,0,0,1,0,0,14,7.1,160,12:19,2,10,0,0,
83,Brad Boyes\boyesbr01,30,NYI,C,48,10,25,35,-6,16,3.2,9,1,0,1,13,12,0,97,10.3,874,18:13,20,44,4,12,25.0
84,Brian Boyle\boylebr01,28,NYR,C,38,2,3,5,-13,29,-0.7,2,0,0,1,2,1,0,56,3.6,540,14:13,30,145,215,166,56.4
85,Dan Boyle\boyleda01,36,SJS,D,46,7,13,20,3,27,4.9,2,5,0,0,4,8,1,97,7.2,1049,22:48,81,29,0,0,
86,Tyler Bozak\bozakty01,26,TOR,C,46,12,16,28,-1,6,2.7,7,4,1,3,11,5,0,61,19.7,934,20:19,23,65,559,504,52.6
87,Derick Brassard\brassde01,25,TOT,C,47,12,17,29,1,16,3.4,9,3,0,1,9,8,0,88,13.6,778,16:33,8,83,215,231,48.2
88,Justin Braun\braunju01,25,SJS,D,41,0,7,7,-5,6,1.5,0,0,0,0,6,1,0,48,0.0,771,18:48,51,53,0,0,
89,T.J. Brennan\brenntj01,23,TOT,D,29,3,7,10,-9,8,1.3,2,1,0,0,4,3,0,42,7.1,484,16:41,32,31,0,0,
90,Tim Brent\brentti01,28,CAR,C,30,0,3,3,-3,8,-0.3,0,0,0,0,1,2,0,23,0.0,294,9:48,15,31,124,116,51.7
91,Eric Brewer\breweer01,33,TBL,D,48,4,8,12,3,30,2.3,3,1,0,1,8,0,0,56,7.1,985,20:31,94,88,0,0,
92,Daniel Briere\brierda01,35,PHI,C,34,6,10,16,-13,10,1.1,3,3,0,1,7,3,0,87,6.9,546,16:04,6,15,62,73,45.9
93,T.J. Brodie\broditj01,22,CGY,D,47,2,12,14,-9,8,2.0,2,0,0,0,6,6,0,44,4.5,950,20:13,74,24,0,0,
94,Jonas Brodin\brodijo01,19,MIN,D,45,2,9,11,3,10,3.2,1,1,0,0,8,1,0,51,3.9,1045,23:13,60,17,0,0,
95,Kyle Brodziak\brodzky01,28,MIN,C,48,8,4,12,-18,20,0.1,6,1,1,1,3,1,0,88,9.1,833,17:21,18,54,377,386,49.4
96,Sheldon Brookbank\brooksh01,32,CHI,D,26,1,0,1,-2,21,0.3,0,0,1,0,0,0,0,25,4.0,332,12:45,34,28,0,1,0.0
97,Troy Brouwer\brouwtr01,27,WSH,RW,47,19,14,33,-5,28,3.9,11,7,1,5,5,9,0,111,17.1,871,18:32,23,108,111,121,47.8
98,Chris Brown\brownch01,21,PHX,C,5,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,6,0.0,38,7:38,0,6,0,0,
99,Dustin Brown\browndu01,28,LAK,RW,46,18,11,29,6,22,4.1,10,8,0,1,6,5,0,142,12.7,897,19:30,8,156,15,26,36.6
100,Mike Brown\brownmi02,27,TOT,RW,39,1,1,2,-7,123,-0.5,1,0,0,0,1,0,0,18,5.6,293,7:31,13,87,5,3,62.5
101,Damien Brunner\brunnda01,26,DET,C,44,12,14,26,-6,12,2.9,9,3,0,1,7,7,0,123,9.8,686,15:35,2,20,2,3,40.0
102,Adam Burish\burisad01,30,SJS,C,46,1,2,3,-7,25,-0.5,0,0,1,0,2,0,0,39,2.6,486,10:34,33,65,122,106,53.5
103,Alexander Burmistrov\burmial01,21,WPG,C,44,4,6,10,0,14,0.3,4,0,0,0,6,0,0,55,7.3,688,15:38,16,106,142,159,47.2
104,Brent Burns\burnsbr01,27,SJS,D,30,9,11,20,0,20,4.0,7,2,0,0,10,1,0,81,11.1,488,16:17,13,54,4,9,30.8
105,Alexandre Burrows\burroal01,31,VAN,LW,47,13,11,24,15,54,3.4,12,1,0,2,9,2,0,140,9.3,889,18:54,15,52,48,60,44.4
106,Bobby Butler\butlebo01,25,TOT,LW,34,4,7,11,-8,4,0.8,3,1,0,0,4,3,0,41,9.8,367,10:48,4,15,2,3,40.0
107,Chris Butler\butlech01,26,CGY,D,44,1,7,8,-10,19,0.9,0,0,1,0,7,0,0,40,2.5,750,17:02,74,53,0,0,
108,Dustin Byfuglien\byfugdu01,27,WPG,D,43,8,20,28,-1,34,4.7,4,4,0,2,14,6,0,142,5.6,1049,24:24,47,80,0,0,
109,Paul Byron\byronpa01,23,CGY,C,4,0,1,1,-2,2,0.0,0,0,0,0,1,0,0,1,0.0,42,10:27,1,3,7,10,41.2
110,Ryan Callahan\callary01,27,NYR,RW,45,16,15,31,9,12,4.1,8,6,2,4,12,2,1,144,11.1,968,21:31,66,154,14,16,46.7
111,Matt Calvert\calvema01,23,CBJ,LW,42,9,7,16,-9,32,1.4,8,0,1,2,7,0,0,63,14.3,596,14:11,24,57,2,4,33.3
112,Mike Cammalleri\cammami01,30,CGY,C,44,13,19,32,-15,25,3.1,8,5,0,3,9,10,0,102,12.7,794,18:03,9,20,253,243,51.0
113,Brian Campbell\campbbr02,33,FLA,D,48,8,19,27,-22,12,3.9,2,6,0,2,8,11,0,70,11.4,1268,26:25,65,14,0,0,
114,Gregory Campbell\campbgr01,29,BOS,C,48,4,9,13,2,41,0.9,3,0,1,0,8,1,0,52,7.7,658,13:43,28,71,189,212,47.1
115,Daniel Carcillo\carcida01,28,CHI,LW,23,2,1,3,1,11,0.2,2,0,0,1,1,0,0,23,8.7,207,9:00,6,37,0,1,0.0
116,Matt Carkner\carknma01,32,NYI,D,22,0,2,2,-2,46,0.3,0,0,0,0,2,0,0,19,0.0,277,12:35,19,27,0,0,
117,Matt Carle\carlema01,28,TBL,D,48,5,17,22,1,4,3.4,3,2,0,0,14,3,0,66,7.6,1140,23:45,87,32,0,0,
118,John Carlson\carlsjo01,23,WSH,D,48,6,16,22,11,18,4.7,6,0,0,0,11,5,0,97,6.2,1105,23:01,123,59,1,0,100.0
119,Jordan Caron\caronjo01,22,BOS,RW,17,1,2,3,1,4,0.2,1,0,0,0,2,0,0,20,5.0,160,9:24,4,18,0,0,
120,Brett Carson\carsobr01,27,CGY,D,10,0,1,1,-1,0,0.1,0,0,0,0,1,0,0,8,0.0,109,10:56,12,4,0,0,
121,Jeff Carter\carteje01,28,LAK,C,48,26,7,33,0,16,5.2,18,8,0,8,5,2,0,133,19.5,844,17:35,23,25,202,182,52.6
122,Ryan Carter\cartery01,29,NJD,C,44,6,9,15,-2,31,1.5,5,0,1,1,7,0,2,63,9.5,574,13:03,15,50,43,40,51.8
123,Michael Caruso\carusmi01,24,FLA,D,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,16,7:55,2,0,0,0,
124,Roman Cervenka\cervero01,27,CGY,C,39,9,8,17,-13,14,1.5,8,1,0,0,5,3,0,51,17.6,512,13:08,4,7,58,67,46.4
125,Zdeno Chara\charazd01,35,BOS,D,48,7,12,19,14,70,5.2,4,3,0,2,10,1,1,119,5.9,1197,24:56,64,101,0,1,0.0
126,Alex Chiasson\chiasal01,22,DAL,RW,7,6,1,7,3,0,1.4,5,1,0,1,1,0,0,13,46.2,99,14:05,2,10,5,13,27.8
127,Jason Chimera\chimeja01,33,WSH,LW,47,3,11,14,-5,48,0.5,3,0,0,0,11,0,0,92,3.3,596,12:40,12,73,21,15,58.3
128,Kyle Chipchura\chipcky01,26,PHX,C,46,5,9,14,1,50,1.3,5,0,0,0,9,0,0,37,13.5,446,9:42,7,61,126,135,48.3
129,Casey Cizikas\cizikca01,21,NYI,C,45,6,9,15,0,14,1.5,6,0,0,1,8,1,0,45,13.3,485,10:47,21,75,144,132,52.2
130,Brett Clark\clarkbr01,36,MIN,D,8,0,1,1,-9,0,-0.5,0,0,0,0,1,0,0,6,0.0,113,14:04,11,5,0,0,
131,David Clarkson\clarkda03,28,NJD,RW,48,15,9,24,-6,78,3.1,9,6,0,5,7,2,0,180,8.3,844,17:36,6,84,6,19,24.0
132,Dan Cleary\clearda01,34,DET,LW,48,9,6,15,-6,40,1.2,3,5,1,0,6,0,0,93,9.7,789,16:27,21,56,11,12,47.8
133,Kyle Clifford\cliffky01,22,LAK,LW,48,7,7,14,1,51,1.6,7,0,0,1,7,0,0,56,12.5,509,10:36,12,155,1,8,11.1
134,Grant Clitsome\clitsgr01,27,WPG,D,44,4,12,16,10,18,3.7,2,2,0,0,11,1,0,56,7.1,829,18:50,54,82,0,0,
135,Ryane Clowe\clowery01,30,TOT,LW,40,3,16,19,1,93,1.6,2,1,0,0,13,3,0,87,3.4,665,16:38,19,99,5,10,33.3
136,Rich Clune\cluneri01,25,NSH,LW,47,4,5,9,3,113,0.8,4,0,0,1,5,0,0,46,8.7,442,9:24,6,159,0,2,0.0
137,Cal Clutterbuck\cluttca01,25,MIN,RW,42,4,6,10,-5,27,0.4,4,0,0,1,5,0,1,87,4.6,577,13:44,17,155,1,1,50.0
138,Braydon Coburn\coburbr01,27,PHI,D,33,1,4,5,-10,41,0.7,1,0,0,0,4,0,0,38,2.6,746,22:37,61,76,0,0,
139,Andrew Cogliano\coglian01,25,ANA,C,48,13,10,23,14,6,3.3,11,0,2,1,10,0,0,79,16.5,738,15:22,24,40,32,60,34.8
140,Carlo Colaiacovo\colaica01,30,DET,D,6,0,1,1,-4,2,-0.1,0,0,0,0,0,1,0,12,0.0,113,18:55,10,12,0,0,
141,Joe Colborne\colbojo01,23,TOR,C,5,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,4,0.0,46,9:07,0,11,15,14,51.7
142,Erik Cole\coleer01,34,TOT,LW,47,9,4,13,-6,20,0.8,8,1,0,2,2,2,0,86,10.5,770,16:24,27,101,22,45,32.8
143,Ian Cole\coleia01,23,STL,D,15,0,1,1,-4,10,0.2,0,0,0,0,1,0,0,10,0.0,266,17:45,22,6,0,0,
144,Sean Collins\collise02,24,CBJ,C,5,0,0,0,-2,6,-0.2,0,0,0,0,0,0,0,0,,62,12:30,5,3,1,4,20.0
145,Blake Comeau\comeabl01,26,TOT,RW,42,6,6,12,-4,20,1.0,5,0,1,1,6,0,0,48,12.5,511,12:10,12,95,40,46,46.5
146,Cory Conacher\conacco01,23,TOT,LW,47,11,18,29,3,20,3.3,10,1,0,3,15,3,0,67,16.4,657,13:58,9,39,4,11,26.7
147,Erik Condra\condrer01,26,OTT,RW,48,4,8,12,3,34,0.9,4,0,0,0,8,0,0,73,5.5,632,13:10,32,12,8,13,38.1
148,Chris Conner\connech01,29,PHX,RW,12,1,1,2,3,2,0.2,1,0,0,0,1,0,0,15,6.7,137,11:23,5,15,0,2,0.0
149,Brett Connolly\connobr01,20,TBL,RW,5,1,0,1,-3,0,0.0,0,1,0,0,0,0,0,10,10.0,51,10:16,1,2,4,1,80.0
150,Matt Cooke\cookema01,34,PIT,LW,48,8,13,21,-2,36,1.7,8,0,0,1,13,0,0,61,13.1,706,14:43,41,97,3,11,21.4
151,Patrice Cormier\cormipa01,22,WPG,C,10,0,0,0,-3,7,-0.2,0,0,0,0,0,0,0,4,0.0,39,3:53,2,15,1,5,16.7
152,Frank Corrado\corrafr01,19,VAN,D,3,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,4,0.0,58,19:24,5,8,0,0,
153,Joe Corvo\corvojo01,35,CAR,D,40,6,11,17,-3,14,2.7,3,3,0,2,6,5,0,71,8.5,750,18:46,38,27,0,0,
154,Logan Couture\coutulo01,23,SJS,C,48,21,16,37,7,4,5.7,14,7,0,5,10,5,1,151,13.9,869,18:06,51,32,252,237,51.5
155,Sean Couturier\coutuse01,20,PHI,C,46,4,11,15,-8,10,0.6,4,0,0,0,7,4,0,75,5.3,731,15:53,27,31,243,310,43.9
156,Jared Cowen\cowenja01,22,OTT,D,7,1,0,1,1,10,0.5,1,0,0,0,0,0,0,8,12.5,142,20:17,10,26,0,0,
157,Charlie Coyle\coylech01,20,MIN,C,37,8,6,14,3,28,1.7,7,1,0,2,6,0,0,50,16.0,557,15:04,9,50,9,17,34.6
158,Joey Crabb\crabbjo01,29,WSH,RW,26,2,0,2,-1,8,-0.1,2,0,0,0,0,0,0,20,10.0,245,9:25,17,24,7,27,20.6
159,Adam Cracknell\crackad01,27,STL,RW,20,2,4,6,3,4,0.8,2,0,0,0,4,0,0,21,9.5,172,8:37,7,22,6,19,24.0
160,B.J. Crombeen\crombbj01,27,TBL,RW,44,1,7,8,4,112,0.2,1,0,0,0,7,0,0,50,2.0,488,11:05,15,44,4,16,20.0
161,Sidney Crosby\crosbsi01,25,PIT,C,36,15,41,56,26,16,7.5,12,3,0,1,27,14,0,124,12.1,760,21:06,18,21,453,381,54.3
162,Matt Cullen\cullema01,36,MIN,C,42,7,20,27,9,10,3.1,7,0,0,0,16,4,0,79,8.9,667,15:53,18,18,245,203,54.7
163,Mark Cundari\cundama01,22,CGY,D,4,1,2,3,-2,2,0.4,0,1,0,0,1,1,0,8,12.5,79,19:46,4,15,0,0,
164,Matt D'Agostini\dagosma01,26,TOT,RW,29,3,3,6,-5,8,0.3,3,0,0,0,2,1,0,33,9.1,357,12:19,12,21,5,13,27.8
165,Stephane Da Costa\dacosst01,23,OTT,RW,9,1,1,2,-3,0,0.0,1,0,0,0,0,1,0,15,6.7,107,11:52,1,8,39,25,60.9
166,Trevor Daley\daleytr01,29,DAL,D,44,4,9,13,1,14,2.7,2,2,0,0,7,1,1,58,6.9,942,21:25,69,27,0,0,
167,Zac Dalpe\dalpeza01,23,CAR,C,10,1,2,3,-7,0,-0.1,1,0,0,0,2,0,0,18,5.6,123,12:18,4,14,1,2,33.3
